21.86,69.26
22.59,69.26
23.35,69.26
24.13,69.26
24.94,69.26
25.78,69.24
26.64,69.23
27.54,69.20
28.46,69.18
29.42,69.15
30.40,69.11
31.42,69.07
32.48,69.03
33.56,68.97
34.69,68.92
35.85,68.86
37.05,68.80
38.30,68.74
39.58,68.67
40.91,68.60
42.28,68.54
43.70,68.47
45.16,68.40
46.68,68.33
48.24,68.26
49.86,68.18
51.53,68.10
53.26,68.02
55.05,67.95
56.89,67.85
58.80,67.76
60.77,67.67
62.81,67.57
64.91,67.45
67.09,67.33
69.34,67.20
71.66,67.07
74.07,66.93
76.55,66.79
79.12,66.64
81.77,66.49
84.51,66.33
87.35,66.17
90.27,66.01
93.30,65.85
96.43,65.68
99.66,65.51
103.00,65.35
106.46,65.18
110.03,65.01
113.72,64.84
117.53,64.68
121.47,64.50
125.54,64.32
129.75,64.14
134.10,63.96
138.60,63.79
143.25,63.62
148.05,63.46
153.01,63.29
158.14,63.14
163.45,62.97
168.93,62.80
174.59,62.62
180.45,62.44
186.50,62.26
192.75,62.10
199.21,61.96
205.89,61.82
212.79,61.70
219.93,61.58
227.30,61.48
234.92,61.41
242.80,61.35
250.94,61.34
259.36,61.34
268.05,61.34
277.04,61.36
286.33,61.39
295.93,61.40
305.85,61.42
316.11,61.45
326.71,61.46
337.66,61.48
348.98,61.49
360.68,61.50
372.78,61.52
385.28,61.52
398.19,61.52
411.55,61.52
425.34,61.52
439.61,61.52
454.35,61.52
469.58,61.52
485.32,61.52
501.60,61.52
518.42,61.50
535.80,61.47
553.76,61.44
572.33,61.38
591.52,61.32
611.35,61.26
631.85,61.19
653.04,61.12
674.93,61.05
697.56,60.98
720.95,60.92
745.13,60.86
770.11,60.82
795.93,60.79
822.62,60.79
850.20,60.80
878.71,60.84
908.17,60.91
938.62,60.99
970.09,61.12
1002.62,61.26
1036.24,61.41
1070.98,61.58
1106.89,61.76
1144.01,61.94
1182.36,62.12
1222.01,62.28
1262.98,62.45
1305.33,62.61
1349.10,62.78
1394.33,62.95
1441.08,63.13
1489.40,63.32
1539.34,63.52
1590.95,63.74
1644.30,63.98
1699.43,64.22
1756.41,64.49
1815.30,64.78
1876.17,65.07
1939.08,65.39
2004.09,65.73
2071.29,66.06
2140.74,66.41
2212.52,66.75
2286.70,67.09
2363.37,67.41
2442.62,67.72
2524.52,68.03
2609.16,68.31
2696.65,68.57
2787.06,68.78
2880.51,68.94
2977.10,69.01
3076.92,68.99
3180.08,68.85
3286.71,68.62
3396.91,68.33
3510.81,68.01
3628.53,67.72
3750.19,67.51
3875.93,67.40
4005.89,67.37
4140.21,67.37
4279.03,67.37
4422.50,67.34
4570.78,67.20
4724.04,66.90
4882.44,66.40
5031.04,65.77
5160.90,65.10
5279.84,64.40
5395.18,63.72
5531.70,63.00
5706.17,62.28
5879.84,61.60
6076.99,61.10
6280.75,60.88
6491.34,60.96
6708.99,61.27
6933.94,61.80
7171.04,62.48
7337.47,63.19
7484.86,63.93
7632.15,64.63
7763.70,65.29
7983.22,65.98
8250.90,66.02
8479.11,65.34
8581.41,64.75
8732.17,64.06
8866.48,63.35
9000.39,62.69
9136.33,62.05
9302.17,61.39
9497.27,60.74
9803.27,60.08
10116.79,59.47
10456.00,58.99
10806.59,58.81
11168.93,58.96
11543.42,59.26
11930.46,59.37
12330.49,59.21
12743.92,58.98
13171.22,59.04
13612.85,59.43
14069.28,59.88
14541.02,60.04
15028.57,59.74
15419.06,59.08
15649.34,58.47
15909.53,57.82
16149.82,57.15
16371.92,56.46
16616.42,55.74
16867.39,55.00
17188.28,54.24
17674.56,54.25
17912.20,55.11
18058.03,55.89
18347.96,56.70
18761.69,56.65
18803.92,55.94
18931.20,55.28
19065.84,54.43
19159.60,53.59
19253.18,52.86
19313.40,52.13
19390.76,51.40
19448.99,50.67
